GENE_NAME	human	human	cow	cow	cow	marmoset	marmoset	dog	armadillo	gorilla	gorilla	musMusculus	musMusculus	musMusculus	musMusculus	musMusculus	musMusculus	musSpretus	musSpretus	musSpretus	musCaroli	musCaroli	musCaroli	musCaroli	opossum	opossum	opossum	ferret	rabbit	chimp	chimp	bonobo	bonobo	orangutan	orangutan
KLHDC8A	0	0	0	0	0.02	0.22	0.03	0	0.36	0.21	0.39	0.03	0.76	0.24	0.47	0.61	0.39	1.86	1.63	1.44	0.31	0.47	0.15	0.34	0.21	0.18	0.05	0.82	0.05	0	0	0.49	0.03	0.02	0.1
PM20D1	0	0.07	51.47	92.38	69.9	0.21	0.47	8.94	123.01	1.34	0.66	94.52	43.91	62.56	104.08	61.2	55.05	127.03	124.49	88.72	86.78	99.17	120.18	138.65	84.32	66.59	14.41	24.01	17.23	0.62	0	0.27	0.15	0.66	0.3
PKDCC	12.37	5.79	1.16	3.12	3.04	2.86	3.47	7.16	21.92	10.72	7.96	27.03	34.27	32.69	11.44	15.38	11.36	11.92	5.34	11.12	15.7	16.72	14.1	16.48	16.51	18.72	6.38	8.05	6.18	9.65	13.41	7.18	4.65	5.17	10
HAAO	420.62	286.99	419.99	690.26	759.7	321.3	59.84	430.33	455.6	NA	NA	734.95	587.73	628.28	614.37	632.76	405.93	881.97	655.35	798.28	442.75	514.26	582.82	476.42	795	1099.3	623.9	131.5	206.25	NA	NA	NA	NA	177.92	79.78
B3GALNT2	4.63	0.93	7.42	7.68	7.46	9.33	5.66	5.03	13.65	2	1.71	7.48	7.7	10.16	9.88	7.07	6.96	3.98	1.59	3.01	5.7	5.7	4.68	4.17	2.75	3.81	3.16	25.47	9.57	3.21	3.85	2.12	1.81	2.37	2.47
MAPKAPK2	27.87	9.87	54.21	78.69	92.36	26.85	25.21	25	10.19	16.88	14.83	32.6	37.63	30.68	32.58	41.14	21.65	61.08	33.53	43.23	24.41	31.58	23.8	20.7	20.61	23.88	8.69	72.4	39.39	10.84	31.93	10.58	9.14	16.2	19.84
IL20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24	1.43
IL24	0.04	0.16	0	0	0	0.09	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0.12	0.08	0.06
FCMR	1.84	2.04	1.11	2.57	1.07	1.77	1.17	2.3	0.76	1.55	0.7	0	0.61	0.73	0.3	0.44	0.2	0.35	0.25	0.23	0.12	0.05	0	0	0.37	0.61	0.34	10.97	8.17	0.84	1.74	1.24	4.2	5	2.95
PIGR	14.66	12.14	48.3	37.19	52.36	24.96	9.03	420.74	186.56	14.32	5.18	858.47	475.94	776.93	654.51	532.77	300.81	574.62	445.25	487.3	251.34	280.73	311.78	259.72	2.35	16.18	9.96	175.8	9935.15	41.21	77.17	10.17	19.44	38.46	19.98
REEP1	0.32	0.35	0	0.03	0.07	2.11	0.85	0	0.93	1.06	0.43	0.37	0.3	0.37	0.36	0.33	0.49	0.3	0.07	0.24	0.07	0	0.14	0.19	0	0	0.2	2.04	0.7	0.76	0.1	1.16	1.64	0.28	0.42
CAPN2	7.31	6.54	67.68	59.63	17.7	7.78	3.49	7.93	64.46	17.6	11.89	11.55	18.73	18.35	16.63	23.29	17	11.02	7.01	10.87	9.99	10.77	11.21	10.03	13.56	13.04	20.46	28.78	10.12	15.15	30.82	12.8	9.19	16.05	24.68
WDR26	9.36	6.34	47.16	39.74	26.44	18.79	16.77	14.32	16.09	18.23	12.12	24.37	35.3	35.72	25.54	26.32	26.46	16.46	14.09	12.8	9.62	12.79	7.11	10.69	19.14	26.25	24.93	47.6	31.98	8.11	13.51	11.21	11.63	19.66	19.09
REL	0.94	0.37	0.59	0.69	0.61	3.74	1.68	2	2.29	1.49	1.35	1.27	1.74	1.78	0.47	0.4	0.35	0.16	0.19	0.17	0.84	0.25	0.27	0.16	1.28	2.65	1.3	9.39	3.55	1.52	2.06	1.05	1.33	2.15	1.37
PUS10	2.19	1.67	5.12	4.36	3.17	2.98	1.52	4.23	3.72	2.31	1.74	9.11	7.61	7.72	10.82	7.35	6.22	8.38	3.05	5.03	5.3	4.14	3.62	2.9	1.55	3.26	5.29	2.65	5.3	1.09	0.47	1.7	2.06	2.48	2.53
KIAA1841	15.22	8.94	NA	NA	NA	17.42	10.5	1.87	0	0.66	1.08	6.15	5.03	9.9	6.06	4.27	4.29	2.93	1.86	2.12	1.79	1.13	1.46	0.82	6.38	8.69	19.16	1.62	0.5	1.91	1.74	1.77	1.94	2.31	1.52
ATP11A	11.16	2.8	9.02	17.36	12.27	3.69	0.44	40.97	2.09	2.3	3.32	15.14	6.89	3.14	8.91	6.25	4.97	8.09	11.58	7.52	5.46	4.44	5.39	5.66	1.27	1.69	1.71	7.63	14.5	7.24	5.87	2.25	2.17	3.44	2.3
RFTN2	0.48	0.26	0.95	0.52	0.71	0.62	0.4	0.32	0.56	2.17	0.3	0.21	0.22	0.35	0.27	0.51	0.15	0.02	0.27	0.16	0.08	0.15	0.35	0.32	0.7	0.82	1.02	2.22	1.86	0.38	0.1	1.69	1.4	0.55	0.18
DISC1	0.41	0.82	NA	NA	NA	0.51	0.31	0.42	2.98	0.7	0.37	0.17	0.46	0.44	0.09	0.15	0.05	0.31	0.55	0.23	0.19	0.14	0.13	0.18	0.4	0.33	0.2	2.55	0.3	0.66	0.49	0.5	0.54	0.67	1.7
LRRTM1	0.2	0.41	NA	NA	NA	0	0	0	0	0.13	0.75	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	NA	0.05	0	0.19	0.03	NA	NA
MEMO1	15.89	10.01	16.2	15.38	7.06	16.51	15.09	15.39	0.66	7.6	6.86	10.75	13.74	14.32	15.36	14.38	17.76	15.64	10.83	15.82	19.77	19.4	16.36	16.32	0.79	0.93	0.63	24.78	2.03	NA	NA	NA	NA	8.42	5.18
DPY30	34.12	25.58	34.45	34.14	29.53	22.96	24.61	10.02	11.32	21.6	20.61	17.98	19.67	23.12	24.92	18.19	24.37	28.96	21.93	16.98	11.06	11.53	13.94	15.41	8.77	15.9	13.73	57.3	14.81	25.38	32.3	25.03	26.78	23.17	23.22
TYW5	2.28	1.15	5.6	6.05	2.29	4.04	2.42	4.89	6.05	2.79	2.81	3.1	3.25	7.04	11.29	9.62	12.68	8.55	9.39	5.79	21.07	23.38	20.32	43.71	1.18	1.67	1.71	6.3	2.23	5.97	5	6.29	7.27	1.36	1.55
KCNF1	0	0	0	0	0.03	0.1	0.25	0	0	0.05	0.24	0	0	0.01	0	0	0	0	0	0	0.02	0.02	0.01	0	0	0	0	0.11	0.04	0.19	0	0.08	0	0	0.07
PQLC3	4.78	3.43	1.56	1.5	0.8	6.94	4.11	4.4	3.67	13.26	6.83	1.14	0.62	0.86	0.99	0.41	0.87	0.62	0.49	1.08	0.1	0.45	0.31	0.41	2.83	2.18	3.03	5.03	15.92	6.18	5.94	6.28	7.69	4.62	6.03
POLR1A	10.35	0.86	4.79	5.69	6.14	5.28	4.7	6.44	6.56	3.23	3.99	6.47	10.2	9.17	9.4	7.64	2.06	3.48	3.24	3.02	2.78	2.07	2	2.2	3.47	4.96	1.83	12.21	8.35	5.42	7.87	2.78	1.42	6.51	5.12
FAM84A	2.23	0.04	2.14	1.9	2.31	0.54	0.33	0	NA	NA	NA	0.25	1.05	0.99	0.33	0.49	0.45	1.93	2.62	1.9	0.28	0.34	0.46	0.74	0.35	0	0	2.4	0.2	1.36	2.42	0.44	0.21	3.78	1.21
KCNJ3	0.46	0.85	2.21	4.33	3.4	0.87	0.03	0.02	0.04	0.08	0.14	0	0	0	0.01	0	0	0	0	0	0	0	0.02	0	0.16	1.17	0.06	0	0.31	0	0.02	0.27	0.02	1.67	0.46
NEUROD1	0.03	0	0	0	0	0.13	0.08	NA	0.09	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0.05	0.05	2.83	0	0	0.1
FRZB	0.77	0.41	5.22	1.68	1.88	54.11	59.34	5.88	4.09	9.04	3.56	0.41	1.05	1.22	0.19	0.65	0.24	0.47	0.17	0.27	0.12	0.48	0.47	1.08	0.78	1.33	0.51	1.48	6.52	7.28	1.18	4.29	1.85	0.09	0.72
DUSP19	0.23	0.21	4.9	2.65	2.14	1.16	1.75	3.96	0.12	0.58	0.6	3.44	4.91	2.95	3.56	4.42	2.95	4.97	2.91	3.87	1.07	2.28	1.44	3	0.38	0.14	0.92	4.68	4.55	0.91	0.25	0.63	0.12	1.65	0.24
CFAP36	1.67	4.15	30.74	18.25	22.03	37.39	35.77	2.72	2.84	11.64	7.23	6.47	9.24	8.51	8.24	9.28	7.23	12.55	5.77	7.33	2.97	3.31	2.41	3.37	1.57	2.47	6.64	14.79	8.08	4.55	10.38	9.25	8.14	13.54	17.08
CCDC138	0.63	0.5	2.09	1.4	2.59	0.24	0.48	0.45	0.87	1.15	1.76	1	0.49	0.74	0.78	0.91	0.68	2.02	1.05	1.35	0.78	0.79	0.35	0.73	0.32	0.12	0.44	2.51	5.98	0.45	0.62	0.76	0.4	0.46	0.18
LAPTM4A	86.25	78.75	132.38	149.18	102.27	323.95	199.41	82.31	119.85	77.18	87.63	107.29	105.77	139.71	103.28	94.85	94.72	140.11	89.77	116.06	29.57	34.1	31.91	40.75	511.7	378.29	35.59	288.22	137.28	137.76	190.75	97.23	97.48	106.22	107.63
ZSWIM2	0	0.02	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.03	0	0	0	0	0	0
FBXO41	0.17	0.05	0	0	0.01	0	0.02	0	10.77	0.15	0.03	0	0.02	0.02	0.04	0	0	0	0	0	0	0	0	0	0.12	0.11	0.04	0.12	0.02	0.13	0.13	0.46	0.08	0	0
ACTG2	1.75	3.3	1.77	5.75	6.36	2.66	3.33	5.89	1.7	33.09	3.41	0.24	1.2	0.42	0.14	0.27	0.05	0.29	0.41	0.15	0.15	0.31	12.7	0.23	1.61	2.47	0.53	1.59	3.1	NA	NA	NA	NA	1.82	79.96
VSNL1	7.96	12.69	7.81	6.58	5.3	14.59	10	NA	1.8	6.84	6.19	0.03	0	0.03	0.46	0	0.01	0	0	0.05	0	0	0	0	0	0.33	0.3	0.04	0.07	11.38	0.61	13.44	8.78	4.04	0.71
COQ8A	64.63	37.76	19.14	18.48	27.61	167.09	137.4	110.34	38.75	11.37	17.75	204.81	178.86	229.2	157.97	226.48	116.98	351.26	255.1	328.6	83.53	168.85	87.57	93.24	92.57	198.49	155.97	88.3	98.94	52.96	34.37	19.55	27.68	22.74	9.56
SLC16A14	1.51	0.1	0.21	0.12	0.14	3.28	5.91	9.22	0.03	0.37	0.11	0.04	0.07	0.02	0.07	0	0.01	0	0	0	0	0	0	0	0.11	0.08	0.08	0.3	1.59	0.31	0.56	0.52	0.9	0.27	0.29
EN1	0.04	0	0	0	0	NA	NA	0	0	0.06	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0.16	0.42	0	0.18	0	0	0	0	0	0	0.09
TTC7A	3.66	2.37	5.38	10.18	11.73	2.49	1.84	14.98	15.37	1.5	2.01	28.09	25.01	23.29	27.83	24.34	13.75	10.95	7.81	8.29	16.99	15.2	23.35	21.87	39.7	36.63	30.95	49.28	31.94	4.71	15.45	3.9	4.38	5.87	2.38
SGCB	1.53	0.95	77.07	85.95	83.02	0.26	0.15	10.78	3.11	4.11	4.83	0.81	0.67	1.15	0.97	0.69	0.6	0.42	0.54	0.47	0.28	0.31	0.3	0.08	3.7	3.1	4.63	2.13	20.07	8.47	8.78	6.62	5.42	6.35	3.82
SPATA18	0.56	0.19	0	0.05	0.08	3.34	0.25	0.05	0.81	0.27	0.61	0.04	0.62	0	0	0	0	0	0	0	0	0	0	0	0.07	0.2	0.12	0	0.26	0.67	0.84	0.32	0	7.34	3.33
NOSTRIN	1.44	4.46	24.7	22.61	13.55	7.91	5.84	0.22	10.66	18.69	4.9	3.15	8.18	10.16	10.39	10.32	7.03	31.55	22.31	18.12	10.77	11.82	10.45	9.79	7.15	12.2	20.46	2.06	1.98	1.78	5.52	14.03	11.22	17.04	8.12
SGPP2	0.35	0.08	0	0.2	0.51	0.28	0.41	0.11	2.79	0.66	0.64	0.17	0.12	0.3	0.09	0.17	0.1	0.06	0.11	0.22	0.07	0.02	0	0.04	0.78	0.86	2.64	0.13	0.02	0	1.26	0.59	0.17	1.28	0.75
INHBB	1.05	1.07	0	0.07	0.31	NA	NA	0.15	0.13	7.61	6.44	2	1.34	1.05	0.59	0.48	0.11	0.79	0.47	1.37	0.14	0.29	0.15	0.24	0.19	0.15	0.18	0.48	0.46	0	0.4	3.26	0.63	0.62	4.41
XIRP2	0	0	0.01	0	0	0.01	0.04	0.04	0.52	0	0.01	0	0	0	0	0	0	0	0	0	0.02	0.01	0	0.01	0.01	0.02	0.08	0.04	0.23	0	0	0.01	0.01	NA	NA
SMARCAD1	0.75	1.3	6.06	4.15	2.54	5.11	3.64	3.2	2.39	2.03	1.92	2.79	2.8	3.47	3.93	2.35	2.22	2.44	1.81	2.16	1.22	1.61	1.12	1.38	2.75	3.09	3.98	9.79	4.76	1.08	1.72	2.57	1.72	2.73	2.36
HPGDS	0.28	0.2	0.28	0.16	0.04	0	0.08	0	0	0.03	0.11	0.46	0.41	0.61	0.3	0.27	0.15	0.07	0.08	0.96	0.03	0.09	0.03	0	0.22	0.61	0	0.49	0	0	0.08	0.12	0.17	2.31	1.38
IP6K2	31.16	19.76	24.67	19.52	38.88	12.43	10.23	6.74	14.32	14.71	11.79	36.35	9	11.19	19.17	22.31	8	14.32	6.82	13.17	19.2	21.81	15.15	11.78	25.04	56.15	46.31	17.85	8.64	16.99	12.48	13.06	14.2	11.94	10.25
PDLIM5	14.14	10.19	13.57	19.51	14.86	15.94	8.25	10.88	9.64	26.61	10.43	13.09	14.53	25.12	13.37	11.94	8.04	7.96	5.78	7.28	4.66	5.78	4.12	4.68	12.29	28.62	12.18	41.78	31.67	21.34	13.95	12.65	9	14.03	11.57
STPG2	0.02	0.03	NA	NA	NA	0.1	0.14	0.48	1.32	NA	NA	0.03	0.12	0	0	0.01	0	0	0	0	0.14	0.04	0.03	0	0.37	0.83	0.48	0	0	0.15	0	0.12	0.08	0.19	0.28
NEURL3	0.87	0.55	0.77	0.75	2	0.17	0.07	0.33	0.72	1.05	0.57	4.65	5.25	6.06	2.21	3.61	2.08	2.63	1.77	1.92	1.15	1.67	1.45	1.19	0.44	4.96	1.08	5.95	1.31	NA	NA	NA	NA	0.66	2.1
RPRD2	4.87	2.31	6.26	10.61	7.17	10.29	3.66	6.58	3.42	4.07	5.11	4.53	4.07	4.72	5.9	4.52	2.17	2.7	5.44	2.8	2.04	2.08	2.44	3.2	5.69	8	5.92	15.65	9.34	8.71	3.94	3.34	3.36	6.63	1.92
ANKRD23	2.37	0.61	1.26	1.58	4.2	4.51	3.5	NA	0	0.35	0.12	0.64	2.46	0.77	1.31	1.3	0.64	0.26	0.07	0.3	0.05	0.08	0.14	0	1.81	0.79	1.27	1.22	2.76	1.64	2.87	1.57	0.8	1.8	0.88
CTSS	16.63	14.8	86.94	75.19	61.94	44.76	26.28	43.58	18.01	25.27	13.85	58.41	33.58	45.19	20.91	21.98	8.31	12.09	7.21	10.97	7.4	13.04	4.28	6.34	23.99	34.92	55	135.27	61.72	9.25	95.18	11.85	25.19	32.12	23.76
MSX1	0.36	0.08	0.35	0.62	0.2	0.62	0.26	0.84	0	0.37	0.08	0.07	0.06	0.06	0.09	0.23	0.04	0	0	0	0.05	0.04	0.04	0	0	0	0.05	2.51	NA	0.19	0.53	0.2	0.14	0.12	2.51
MYCBP2	11.57	6.18	8.16	9.84	10.28	1.84	1.06	8.59	2.41	1.33	1.06	10.83	11.01	10.09	10.39	9.11	7.79	4.89	5.38	4.59	3.94	3.74	3.75	4.84	3.69	4.89	4.02	7.52	8.06	1.81	2.98	2.54	1.58	7.91	4.23
TNFAIP8L2	1.15	1.69	3.82	3.14	6.23	5.23	3.73	0.24	2.04	1.74	1.99	3.78	1.85	2.4	0.97	1.82	0.58	1.59	3.28	1.82	0.99	1.39	0.38	0.4	9.99	6.5	3.67	0.05	4.04	0.32	1.64	0.41	3.25	9.16	1.19
LYSMD1	1.69	2.02	4.48	5.7	4.77	3.36	3.09	1.12	0.76	3.86	3.63	4.45	6.89	6.96	5.85	8.78	2.46	4.2	4.02	5.6	1.44	1.51	1.85	1.78	5.73	6.3	2.31	10.65	3.65	3.06	1.4	2.95	3.94	5.8	2.68
SCNM1	15.58	9.08	7.24	13.07	8.75	22.8	16.16	5.32	4.22	12.76	16.76	15.37	22.21	22.54	8.64	13.68	5.2	10.49	21.97	8.97	13.05	12.19	20.86	29.85	0.68	0.68	0.67	10.51	9.69	20.04	25.97	14.52	16.5	16.23	21.19
TMOD4	0.35	0.11	0.21	0.38	0.61	3.58	3.27	0.52	0.08	0.13	0	2.08	0.75	0.41	1.36	0.27	0.84	0.1	0	0	0	0	0	0	0	0.19	0.29	0.84	0.38	0.19	0.05	0.15	0	NA	NA
VPS72	16.27	9.34	10.02	18.89	19.59	30.03	16.88	24.81	9.63	NA	NA	15.06	17.12	21.13	14.61	17.44	9.2	17.12	20.29	15.61	14.58	20.8	18.6	19.41	30.22	29.69	21.97	31.15	13.81	13.3	16.37	11.21	8.8	5.35	3.76
ERCC3	8.05	7.83	16.65	14.91	15.81	13.53	9.2	12.7	14.68	10.8	9.95	9.74	11.74	9.54	14.22	14.87	7.28	10.29	11.71	12.02	6.97	7.94	6.84	10.37	2.19	3.6	3.31	8.81	24.03	NA	NA	NA	NA	11.71	9.76
RNF149	19.99	10.48	7.17	6.28	6.3	7.66	14.11	8.46	6.53	15.88	12.76	57.5	42.86	48.83	53.31	50.22	30.4	32.22	14.66	20.59	40.98	50.81	35.23	41.42	8.89	9.85	14.25	51.38	20.45	19.91	44.07	7.91	13.61	8.89	16.58
IWS1	11.48	5.68	15.96	13.57	11.59	26.85	23.27	6.72	10.74	8.8	8.26	3	2.87	4.84	4.6	3.17	2.69	1.97	1.73	2.03	0.95	0.89	0.78	1.12	13.61	24.35	26.83	7.35	19.28	8.61	12.97	15.33	13.28	19.74	23.05
SRBD1	2.16	1.88	12.58	5.19	4.89	4.99	3.93	3.33	3.77	2.94	2.52	8.8	6.42	7.4	9.7	7.92	3.38	6.77	4.64	4.27	6.21	5.02	6.26	5.81	1.97	3.29	6.08	5.38	7	2.69	3.78	3.36	3.69	7.26	5.66
SPRR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHX57	2.6	1.69	4.88	6.72	6.02	3.72	2.91	3.58	2.72	1.8	1.04	2.66	3.64	3.16	4.97	3.52	2.4	3.27	2.24	2.73	1.96	2.04	2.51	1.9	3.67	4.04	5.57	7.4	4.09	0.56	2.78	1.43	0.95	1.75	1.35
BMP10	0.38	0.21	3.38	2.93	2.13	1.86	0.54	2.13	12.76	2.01	2.12	2.08	1.01	2.62	0.78	1.21	0.95	0.43	0.21	0.74	0.8	0.35	0.48	0	0.83	1.23	1.85	3.35	2.19	4.41	0.99	1.19	2.39	2.74	18.18
ARHGAP25	2.58	2.35	6.34	4.76	5.73	3.27	1.43	1.76	2.81	7.77	3.84	1.88	1.33	1.54	1.19	1.01	0.46	0.56	0.32	0.71	0.44	0.49	0.25	0.48	1.16	2.48	2.99	10.72	2.51	1.97	5.23	3.83	6.06	4.73	6.53
S100A12	0.31	0.38	8.68	14.25	12.92	0	12.94	54.45	12.14	82.13	5.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.63	9.14	3.54	4.35	22.87	0.29	4.41	4.36	37.67	34.83	141.04
TGFA	1.26	0.19	0	1.18	0.2	0.06	0.06	0.21	7.6	0.39	0.35	7.86	10.15	6.22	8.71	8.81	5.07	8.81	6.02	7.23	7.49	6.06	8.82	6.67	1.31	2.17	0.82	0	0.24	0.23	0.73	1.57	0.4	1.14	0.48
TDRD10	1.43	1.09	13.08	11.76	24.07	0.85	1.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16	0.46	0.11	NA	0	0.99	0.39	1.78	0.99	1.74	0.92
KIF2A	0.77	0.66	5.91	6.44	3.73	2.88	1.47	3.53	3.17	2.54	1.84	5.58	10.81	8.72	4.1	3.58	3.04	4.47	3.03	2.9	1.92	1.88	4.6	2.45	0.95	1.03	1.86	10.32	11.65	1.44	2.9	1.86	1.12	1.81	2.3
CCNYL1	6.37	3.33	3.64	4.98	2.85	NA	NA	0.77	0.78	NA	NA	1.64	3.38	2.8	2.8	2.54	2.42	5.28	3.79	3.78	1.16	0.98	0.88	1.47	4.9	6.23	4.84	8.85	3.14	4.78	5.15	3.26	3.6	3.39	1.84
FZD5	10	6.6	9.97	7.8	55.6	11.55	3.45	36.53	5.57	7.56	10.33	1.97	2.16	1.65	2.82	2.4	1.27	2.49	1.47	2.3	2.67	1.02	2.93	2.55	6.78	10.48	5.63	7.44	66.55	23.32	6.94	5.22	5.79	13.22	5.8
C1orf189	0	0.21	0	0.54	0.35	0	0.21	0	0	0	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	0	0	0.27
NPPC	0	0	1.52	0.46	1.25	0	0	0	0.28	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0.34	0	0.21	0	0	0.62	0.1	0	0	0	6.54	0	0
GNPDA2	0.83	0.7	4.58	2.04	1.14	1.89	1.96	1.19	5.83	2.41	1.35	1.5	1.2	1.26	1.11	1.57	1.75	1.62	1.31	1.43	1.2	1.56	1.56	0.79	0.68	0.33	0.83	9.23	1.07	0.97	2.8	2.02	1.86	1.96	0.64
GABRG1	0.01	0	0	0	0	0	0.03	0	0	0	0	0	0.02	0	0	0	0	0.25	0.22	0.3	0.02	0	0	0	0	0	0.03	0	0.04	0.04	0	0.42	0	0.02	0
GABRB1	0	0	0	0	0	0	0.03	0	0.03	0	0.08	0	0	0.02	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0.02	0.16
PAQR3	3.35	1.52	1.66	3.94	3.26	14.67	5.7	6.91	10.16	1.64	1.96	6.74	7.26	4.43	7.89	3.9	2.75	2.41	2.36	3.15	7.78	5.3	6.87	5.23	3.35	2.58	8.02	11.41	4.16	5.83	2.05	2.5	1.56	3.08	2.27
NIPAL1	1.25	1.32	0.51	1.04	0.9	3.25	1.4	0.21	0.97	0.7	1.04	2.17	1.16	4.76	1.15	0.28	0.04	0.01	0.03	0	2.33	2.7	2.27	1.83	0.19	0.29	0.3	0.59	7.38	3.32	2.33	2.74	2.1	2.82	1.2
ANTXR2	14.91	10.36	22.25	14.04	10.88	13.25	9.17	22.14	7.59	9.54	6.73	8.64	5.4	9.79	6.54	9.17	7.1	3.73	2.19	1.87	8.78	8.85	8.38	9.77	7.09	7.32	14.33	47.36	22.13	10.37	7.15	17.82	14.15	12.98	10.5
HELQ	1.96	2.3	1.4	1.11	1.43	2.3	3.15	1.94	0.5	4.07	2.46	2.6	2.98	2.46	3.5	2.75	1.53	1.59	0.47	3.82	0.46	0.73	1.35	0.86	2.51	2.67	6.55	6.68	1.47	1.7	2.18	2.63	2.88	3.31	2.06
GPR155	2.26	1.42	5.35	3.81	2.2	10.9	6.32	8.19	3.72	1.18	1.06	33.38	10.96	14.44	17.82	9.26	9.73	11.67	15.21	9.9	1.64	2.24	0.95	1.47	3.31	1.58	6.98	8.53	5.26	0.79	1.02	1.21	1.12	5.29	1.53
DAPL1	0	0	0	0	0	0.3	0.35	0.09	0.2	0.09	0	0	0	0	0	0	0.1	0	0.24	0	0.17	0	0	0	0	0	0	1.16	0.13	0	0	0	0	0	0
PMVK	75.16	49.34	26.63	44.82	66.53	54.47	60.18	16.16	70.97	33.01	40.13	69.94	52.36	76.03	44.87	54.76	26.3	43.5	12.16	40.49	89.76	122.82	101.78	111.43	3.64	5.04	2.58	23.88	19.9	58.85	63.88	43.76	48.01	20.18	16.97
PBXIP1	16.1	15.82	22.74	31.57	48.81	38.33	41.81	12.19	7.74	20.18	20.05	6.01	4.95	6.74	7.54	6.53	2.45	5.16	3.5	4.35	3.99	4.09	3.95	3.45	5.05	5.88	3.37	23	18.67	21.57	11.48	14.17	18.24	14.93	17.58
CLDN1	75.31	49.61	35.68	58.94	45.06	97.3	29.1	5.92	0.08	26.36	13.7	3.02	14.88	5.61	13.62	19.66	23.83	46.25	30.08	43.58	7.52	18.53	7.28	8.16	66.2	84.38	183.86	143.89	55.2	28.93	61.11	28.4	22.98	35.57	24.34
PYGO2	7.36	4.86	6.89	11.38	15.93	9.54	6.82	4.45	2.54	6.18	8.35	13.36	14.1	12.33	11.33	10.26	4.76	10.98	7.39	12.41	4.93	8.62	9.83	14.49	8.7	11.9	15.01	26	NA	7.98	8.11	9.82	5.32	9.34	3.2
HIPK1	7.92	2.71	3.52	10.39	7.62	7.63	4.1	4.37	7.23	4.29	3.52	22.18	19.53	21.32	15.28	12.79	8.73	9.13	10.71	8.02	7.11	8.33	7.12	9.25	18.36	22.71	12.42	15.72	24.93	5.89	6.17	5.23	4.22	4.61	3.72
DCST2	0.82	0.45	0.03	0.11	0.03	0.03	0	0.22	0.16	0.16	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	0.09	0	12.09	0	0.87	0.06	0.2	0.11	0.45	0.31
DCST1	0.2	0.08	0.12	0.38	0.12	0	0	0.29	0	0.11	0.18	0.06	0.05	0.14	0.09	0.25	0.02	0.27	0.86	0.48	0.49	0.35	0.19	0.94	0.1	0.05	0	0.08	0.07	0.54	0.24	0.09	0.2	0.04	0
COL6A3	3.4	2.22	6.47	8.33	5.93	1.13	0.64	2.6	1.44	10.34	5.98	1.11	4.82	5.24	1.5	1.94	0.6	1.91	1.56	2.45	0.16	0.19	0.69	1.41	7.37	4.39	1.34	10.54	8.44	7.99	4.36	4.36	5.4	4.4	9.56
KBTBD8	0.06	0.14	1.96	1.5	0.83	0.98	0.66	0.41	0.25	0.36	0.17	0.77	1.39	1.01	1.26	0.3	0.46	0.38	0.12	0.3	0.08	0.24	0.11	0.13	2.62	3.06	3.51	0.65	0.88	0.23	0.37	0.33	0.31	0.81	0.31
FAM19A4	0.03	0.06	0	0.72	0.28	0.17	0.04	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	4.31	0.09	0	0	0.05	0	0	0	0.31	0
EOGT	1.16	0.28	2.74	1.6	2.39	8.56	4.32	0.31	0.99	1.52	1.43	2.53	4.5	2.75	1.5	1.75	1.08	1.19	1.51	1.57	1.16	1.67	0.8	2.34	0.33	0.92	0.71	5.43	7.1	1.26	4.22	1.76	0.77	3.25	3.05
LMOD3	0.04	0.11	0	0	0	4.14	1.83	3.1	0.32	5.36	4.12	0.15	0.05	0.13	0.13	0.04	0.02	7.13	2.28	2.06	0.13	0	0	0	0.64	31.65	13.53	0.05	0.56	2.99	2.26	1.79	2.28	0.08	0
NAXE	75.7	51.87	40.58	67.18	79.47	15.47	52.91	34.82	51.5	35.16	44.02	55.99	70.24	95.32	59.23	74.59	49.63	56.71	54.47	50.92	60.26	61.87	90.79	115.75	88.07	85.51	61.6	102.77	88.19	92.35	58.83	48.53	67.9	45.05	46.91
